trade_id,season,date,month,side,acquiring_team,counterparty_team,type,subtype,name,birth_year,pick_year,pick_round,pick_overall,pick_player,is_conditional,cash_amount,wrapped_in_future_considerations,raw
1,2024-25,"March 7, 2025",March,team_one,Anaheim Ducks,New York Islanders,player,trade,Oliver Kylington,,,,,,False,,False,Oliver Kylington
1,2024-25,"March 7, 2025",March,team_two,New York Islanders,Anaheim Ducks,other,future_considerations,,,,,,,False,,True,Future considerations
2,2024-25,"March 7, 2025",March,team_one,Colorado Avalanche,New York Islanders,player,trade,Brock Nelson,,,,,,False,,False,Brock Nelson
2,2024-25,"March 7, 2025",March,team_one,Colorado Avalanche,New York Islanders,player,trade,William Dufour,,,,,,False,,False,William Dufour
2,2024-25,"March 7, 2025",March,team_two,New York Islanders,Colorado Avalanche,pick,pick,,,2028.0,3.0,,,True,,False,2028 conditional 3rd round pick
2,2024-25,"March 7, 2025",March,team_two,New York Islanders,Colorado Avalanche,player,trade,Calum Ritchie,,,,,,False,,False,Calum Ritchie
2,2024-25,"March 7, 2025",March,team_two,New York Islanders,Colorado Avalanche,player,trade,Oliver Kylington,,,,,,False,,False,Oliver Kylington
2,2024-25,"March 7, 2025",March,team_two,New York Islanders,Colorado Avalanche,pick,pick,,,2026.0,1.0,,,True,,False,2026 conditional 1st round pick
3,2024-25,"March 7, 2025",March,team_one,Washington Capitals,Pittsburgh Penguins,player,trade,Anthony Beauvillier,,,,,,False,,False,Anthony Beauvillier
3,2024-25,"March 7, 2025",March,team_two,Pittsburgh Penguins,Washington Capitals,pick,pick,,,2025.0,2.0,,,False,,False,2025 2nd round pick
4,2024-25,"March 7, 2025",March,team_one,Los Angeles Kings,Philadelphia Flyers,player,trade,Andrei Kuzmenko,,,,,,False,,False,Andrei Kuzmenko
4,2024-25,"March 7, 2025",March,team_one,Los Angeles Kings,Philadelphia Flyers,pick,pick,,,2025.0,7.0,,,False,,False,2025 7th round pick
4,2024-25,"March 7, 2025",March,team_two,Philadelphia Flyers,Los Angeles Kings,pick,pick,,,2027.0,3.0,,,False,,False,2027 3rd round pick
5,2024-25,"March 7, 2025",March,team_one,Ottawa Senators,Buffalo Sabres,player,trade,Dylan Cozens,,,,,,False,,False,Dylan Cozens
5,2024-25,"March 7, 2025",March,team_one,Ottawa Senators,Buffalo Sabres,player,trade,Dennis Gilbert,,,,,,False,,False,Dennis Gilbert
5,2024-25,"March 7, 2025",March,team_one,Ottawa Senators,Buffalo Sabres,pick,pick,,,2026.0,2.0,,,False,,False,2026 2nd round pick
5,2024-25,"March 7, 2025",March,team_two,Buffalo Sabres,Ottawa Senators,player,trade,Josh Norris,,,,,,False,,False,Josh Norris
5,2024-25,"March 7, 2025",March,team_two,Buffalo Sabres,Ottawa Senators,player,trade,Jacob Bernard-Docker,,,,,,False,,False,Jacob Bernard-Docker
6,2024-25,"March 7, 2025",March,team_one,Dallas Stars,Carolina Hurricanes,player,trade,Mikko Rantanen,,,,,,False,,False,Mikko Rantanen
6,2024-25,"March 7, 2025",March,team_two,Carolina Hurricanes,Dallas Stars,player,trade,Logan Stankoven,,,,,,False,,False,Logan Stankoven
6,2024-25,"March 7, 2025",March,team_two,Carolina Hurricanes,Dallas Stars,pick,pick,,,2026.0,1.0,,,True,,False,2026 conditional 1st round pick
6,2024-25,"March 7, 2025",March,team_two,Carolina Hurricanes,Dallas Stars,pick,pick,,,2028.0,1.0,,,True,,False,2028 conditional 1st round pick
6,2024-25,"March 7, 2025",March,team_two,Carolina Hurricanes,Dallas Stars,pick,pick,,,2026.0,3.0,,,False,,False,2026 3rd round pick
6,2024-25,"March 7, 2025",March,team_two,Carolina Hurricanes,Dallas Stars,pick,pick,,,2027.0,3.0,,,False,,False,2027 3rd round pick
7,2024-25,"March 7, 2025",March,team_one,Winnipeg Jets,Pittsburgh Penguins,player,trade,Luke Schenn,,,,,,False,,False,Luke Schenn
7,2024-25,"March 7, 2025",March,team_two,Pittsburgh Penguins,Winnipeg Jets,pick,pick,,,2026.0,2.0,,,False,,False,2026 2nd round pick
7,2024-25,"March 7, 2025",March,team_two,Pittsburgh Penguins,Winnipeg Jets,pick,pick,,,2027.0,4.0,,,False,,False,2027 4th round pick
8,2024-25,"March 7, 2025",March,team_one,Toronto Maple Leafs,Philadelphia Flyers,player,trade,Scott Laughton,,,,,,False,,False,Scott Laughton
8,2024-25,"March 7, 2025",March,team_one,Toronto Maple Leafs,Philadelphia Flyers,pick,pick,,,2025.0,4.0,,,False,,False,2025 4th round pick
8,2024-25,"March 7, 2025",March,team_one,Toronto Maple Leafs,Philadelphia Flyers,pick,pick,,,2027.0,6.0,,,False,,False,2027 6th round pick
8,2024-25,"March 7, 2025",March,team_two,Philadelphia Flyers,Toronto Maple Leafs,player,trade,Nikita Grebenkin,,,,,,False,,False,Nikita Grebenkin
8,2024-25,"March 7, 2025",March,team_two,Philadelphia Flyers,Toronto Maple Leafs,pick,pick,,,2027.0,1.0,,,True,,False,2027 conditional 1st round pick
9,2024-25,"March 7, 2025",March,team_one,Winnipeg Jets,Seattle Kraken,player,trade,Brandon Tanev,,,,,,False,,False,Brandon Tanev
9,2024-25,"March 7, 2025",March,team_two,Seattle Kraken,Winnipeg Jets,pick,pick,,,2027.0,2.0,,,False,,False,2027 2nd round pick
10,2024-25,"March 7, 2025",March,team_one,Colorado Avalanche,Boston Bruins,player,trade,Charlie Coyle,,,,,,False,,False,Charlie Coyle
10,2024-25,"March 7, 2025",March,team_one,Colorado Avalanche,Boston Bruins,pick,pick,,,2026.0,5.0,,,False,,False,2026 5th round pick
10,2024-25,"March 7, 2025",March,team_two,Boston Bruins,Colorado Avalanche,player,trade,Casey Mittelstadt,,,,,,False,,False,Casey Mittelstadt
10,2024-25,"March 7, 2025",March,team_two,Boston Bruins,Colorado Avalanche,player,trade,William Zellers,,,,,,False,,False,William Zellers
10,2024-25,"March 7, 2025",March,team_two,Boston Bruins,Colorado Avalanche,pick,pick,,,2025.0,2.0,,,False,,False,2025 2nd round pick
11,2024-25,"March 7, 2025",March,team_one,Columbus Blue Jackets,San Jose Sharks,player,trade,Luke Kunin,,,,,,False,,False,Luke Kunin
11,2024-25,"March 7, 2025",March,team_two,San Jose Sharks,Columbus Blue Jackets,pick,pick,,,2025.0,4.0,,,False,,False,2025 4th round pick
12,2024-25,"March 7, 2025",March,team_one,Detroit Red Wings,Chicago Blackhawks,player,trade,Petr Mrazek,,,,,,False,,False,Petr Mrazek
12,2024-25,"March 7, 2025",March,team_one,Detroit Red Wings,Chicago Blackhawks,player,trade,Craig Smith,,,,,,False,,False,Craig Smith
12,2024-25,"March 7, 2025",March,team_two,Chicago Blackhawks,Detroit Red Wings,player,trade,Joe Veleno,,,,,,False,,False,Joe Veleno
13,2024-25,"March 7, 2025",March,team_one,New Jersey Devils,Pittsburgh Penguins,player,trade,Cody Glass,,,,,,False,,False,Cody Glass
13,2024-25,"March 7, 2025",March,team_one,New Jersey Devils,Pittsburgh Penguins,player,trade,Jonathan Gruden,,,,,,False,,False,Jonathan Gruden
13,2024-25,"March 7, 2025",March,team_two,Pittsburgh Penguins,New Jersey Devils,player,trade,Chase Stillman,,,,,,False,,False,Chase Stillman
13,2024-25,"March 7, 2025",March,team_two,Pittsburgh Penguins,New Jersey Devils,player,trade,Max Graham,,,,,,False,,False,Max Graham
13,2024-25,"March 7, 2025",March,team_two,Pittsburgh Penguins,New Jersey Devils,pick,pick,,,2027.0,3.0,,,False,,False,2027 3rd round pick
14,2024-25,"March 7, 2025",March,team_one,Florida Panthers,Boston Bruins,player,trade,Brad Marchand,,,,,,False,,False,Brad Marchand
14,2024-25,"March 7, 2025",March,team_two,Boston Bruins,Florida Panthers,pick,pick,,,2027.0,2.0,,,True,,False,2027 conditional 2nd round pick
15,2024-25,"March 7, 2025",March,team_one,Toronto Maple Leafs,Boston Bruins,player,trade,Brandon Carlo,,,,,,False,,False,Brandon Carlo
15,2024-25,"March 7, 2025",March,team_two,Boston Bruins,Toronto Maple Leafs,player,trade,Fraser Minten,,,,,,False,,False,Fraser Minten
15,2024-25,"March 7, 2025",March,team_two,Boston Bruins,Toronto Maple Leafs,pick,pick,,,2026.0,1.0,,,True,,False,2026 conditional 1st round pick
15,2024-25,"March 7, 2025",March,team_two,Boston Bruins,Toronto Maple Leafs,pick,pick,,,2025.0,4.0,,,False,,False,2025 4th round pick
16,2024-25,"March 7, 2025",March,team_one,Colorado Avalanche,Philadelphia Flyers,player,trade,Erik Johnson,,,,,,False,,False,Erik Johnson
16,2024-25,"March 7, 2025",March,team_two,Philadelphia Flyers,Colorado Avalanche,player,trade,Givani Smith,,,,,,False,,False,Givani Smith
17,2024-25,"March 7, 2025",March,team_one,Ottawa Senators,San Jose Sharks,player,trade,Fabian Zetterlund,,,,,,False,,False,Fabian Zetterlund
17,2024-25,"March 7, 2025",March,team_one,Ottawa Senators,San Jose Sharks,player,trade,Tristen Robins,,,,,,False,,False,Tristen Robins
17,2024-25,"March 7, 2025",March,team_one,Ottawa Senators,San Jose Sharks,pick,pick,,,2025.0,4.0,,,False,,False,2025 4th round pick
17,2024-25,"March 7, 2025",March,team_two,San Jose Sharks,Ottawa Senators,player,trade,Noah Gregor,,,,,,False,,False,Noah Gregor
17,2024-25,"March 7, 2025",March,team_two,San Jose Sharks,Ottawa Senators,player,trade,Zack Ostapchuk,,,,,,False,,False,Zack Ostapchuk
17,2024-25,"March 7, 2025",March,team_two,San Jose Sharks,Ottawa Senators,pick,pick,,,2025.0,2.0,,,False,,False,2025 2nd round pick
18,2024-25,"March 7, 2025",March,team_one,Buffalo Sabres,New York Rangers,player,trade,Erik Brannstrom,,,,,,False,,False,Erik Brannstrom
18,2024-25,"March 7, 2025",March,team_two,New York Rangers,Buffalo Sabres,player,trade,Nicolas Aube-Kubel,,,,,,False,,False,Nicolas Aube-Kubel
19,2024-25,"March 7, 2025",March,team_one,New Jersey Devils,Seattle Kraken,player,trade,Daniel Sprong,,,,,,False,,False,Daniel Sprong
19,2024-25,"March 7, 2025",March,team_two,Seattle Kraken,New Jersey Devils,pick,pick,,,2026.0,7.0,,,False,,False,2026 7th round pick
20,2024-25,"March 7, 2025",March,team_one,New Jersey Devils,New York Islanders,player,trade,Dennis Cholowski,,,,,,False,,False,Dennis Cholowski
20,2024-25,"March 7, 2025",March,team_two,New York Islanders,New Jersey Devils,player,trade,Adam Beckman,,,,,,False,,False,Adam Beckman
21,2024-25,"March 7, 2025",March,team_one,Carolina Hurricanes,Nashville Predators,player,trade,Mark Jankowski,,,,,,False,,False,Mark Jankowski
21,2024-25,"March 7, 2025",March,team_two,Nashville Predators,Carolina Hurricanes,pick,pick,,,2026.0,5.0,,,False,,False,2026 5th round pick
22,2024-25,"March 7, 2025",March,team_one,Chicago Blackhawks,Utah Hockey Club,player,trade,Aku Raty,,,,,,False,,False,Aku Raty
22,2024-25,"March 7, 2025",March,team_one,Chicago Blackhawks,Utah Hockey Club,player,trade,Victor Soderstrom,,,,,,False,,False,Victor Soderstrom
22,2024-25,"March 7, 2025",March,team_one,Chicago Blackhawks,Utah Hockey Club,player,trade,Shea Weber,,,,,,False,,False,Shea Weber
22,2024-25,"March 7, 2025",March,team_two,Utah Hockey Club,Chicago Blackhawks,pick,pick,,,2026.0,5.0,,,False,,False,2026 5th round pick
23,2024-25,"March 7, 2025",March,team_one,Boston Bruins,Buffalo Sabres,player,trade,Henri Jokiharju,,,,,,False,,False,Henri Jokiharju
23,2024-25,"March 7, 2025",March,team_two,Buffalo Sabres,Boston Bruins,pick,pick,,,2026.0,4.0,,,False,,False,2026 4th round pick
24,2024-25,"March 7, 2025",March,team_one,Boston Bruins,New Jersey Devils,player,trade,Daniil Misyul,,,,,,False,,False,Daniil Misyul
24,2024-25,"March 7, 2025",March,team_two,New Jersey Devils,Boston Bruins,player,trade,Marc McLaughlin,,,,,,False,,False,Marc McLaughlin
25,2024-25,"March 7, 2025",March,team_one,Toronto Maple Leafs,Minnesota Wild,player,trade,Reese Johnson,,,,,,False,,False,Reese Johnson
25,2024-25,"March 7, 2025",March,team_two,Minnesota Wild,Toronto Maple Leafs,other,future_considerations,,,,,,,False,,True,Future considerations
26,2024-25,"March 7, 2025",March,team_one,Pittsburgh Penguins,Toronto Maple Leafs,player,trade,Connor Dewar,,,,,,False,,False,Connor Dewar
26,2024-25,"March 7, 2025",March,team_one,Pittsburgh Penguins,Toronto Maple Leafs,player,trade,Conor Timmins,,,,,,False,,False,Conor Timmins
26,2024-25,"March 7, 2025",March,team_two,Toronto Maple Leafs,Pittsburgh Penguins,pick,pick,,,2025.0,5.0,,,False,,False,2025 5th round pick
27,2024-25,"March 6, 2025",March,team_one,Boston Bruins,Minnesota Wild,player,trade,Jakob Lauko,,,,,,False,,False,Jakob Lauko
27,2024-25,"March 6, 2025",March,team_one,Boston Bruins,Minnesota Wild,player,trade,Marat Khusnutdinov,,,,,,False,,False,Marat Khusnutdinov
27,2024-25,"March 6, 2025",March,team_one,Boston Bruins,Minnesota Wild,pick,pick,,,2026.0,6.0,,,False,,False,2026 6th round pick
27,2024-25,"March 6, 2025",March,team_two,Minnesota Wild,Boston Bruins,player,trade,Justin Brazeau,,,,,,False,,False,Justin Brazeau
28,2024-25,"March 6, 2025",March,team_one,Edmonton Oilers,San Jose Sharks,player,trade,Jake Walman,,,,,,False,,False,Jake Walman
28,2024-25,"March 6, 2025",March,team_one,Edmonton Oilers,San Jose Sharks,pick,pick,,,2026.0,1.0,,,True,,False,2026 conditional 1st round pick
28,2024-25,"March 6, 2025",March,team_two,San Jose Sharks,Edmonton Oilers,player,trade,Carl Berglund,,,,,,False,,False,Carl Berglund
29,2024-25,"March 6, 2025",March,team_one,New York Rangers,Vancouver Canucks,player,trade,Carson Soucy,,,,,,False,,False,Carson Soucy
29,2024-25,"March 6, 2025",March,team_two,Vancouver Canucks,New York Rangers,pick,pick,,,2025.0,3.0,,,False,,False,2025 3rd round pick
30,2024-25,"March 6, 2025",March,team_one,Winnipeg Jets,Florida Panthers,player,trade,Chris Driedger,,,,,,False,,False,Chris Driedger
30,2024-25,"March 6, 2025",March,team_two,Florida Panthers,Winnipeg Jets,player,trade,Kaapo Kahkonen,,,,,,False,,False,Kaapo Kahkonen
31,2024-25,"March 6, 2025",March,team_one,Vegas Golden Knights,New York Rangers,player,trade,Reilly Smith,,,,,,False,,False,Reilly Smith
31,2024-25,"March 6, 2025",March,team_two,New York Rangers,Vegas Golden Knights,player,trade,Brendan Brisson,,,,,,False,,False,Brendan Brisson
31,2024-25,"March 6, 2025",March,team_two,New York Rangers,Vegas Golden Knights,pick,pick,,,2025.0,3.0,,,False,,False,2025 3rd round pick
32,2024-25,"March 6, 2025",March,team_one,Florida Panthers,San Jose Sharks,player,trade,Nico Sturm,,,,,,False,,False,Nico Sturm
32,2024-25,"March 6, 2025",March,team_one,Florida Panthers,San Jose Sharks,pick,pick,,,2027.0,,,,False,,False,2027 th round pick
32,2024-25,"March 6, 2025",March,team_two,San Jose Sharks,Florida Panthers,pick,pick,,,2026.0,4.0,,,False,,False,2026 4th round pick
33,2024-25,"March 6, 2025",March,team_one,New Jersey Devils,Anaheim Ducks,player,trade,Brian Dumoulin,,,,,,False,,False,Brian Dumoulin
33,2024-25,"March 6, 2025",March,team_two,Anaheim Ducks,New Jersey Devils,player,trade,Herman Traff,,,,,,False,,False,Herman Traff
33,2024-25,"March 6, 2025",March,team_two,Anaheim Ducks,New Jersey Devils,pick,pick,,,2025.0,2.0,,,True,,False,2025 conditional 2nd round pick
34,2024-25,"March 5, 2025",March,team_one,Florida Panthers,San Jose Sharks,player,trade,Vitek Vanecek,,,,,,False,,False,Vitek Vanecek
34,2024-25,"March 5, 2025",March,team_two,San Jose Sharks,Florida Panthers,player,trade,Patrick Giles,,,,,,False,,False,Patrick Giles
35,2024-25,"March 5, 2025",March,team_one,Tampa Bay Lightning,Seattle Kraken,player,trade,Oliver Bjorkstrand,,,,,,False,,False,Oliver Bjorkstrand
35,2024-25,"March 5, 2025",March,team_one,Tampa Bay Lightning,Seattle Kraken,player,trade,Yanni Gourde,,,,,,False,,False,Yanni Gourde
35,2024-25,"March 5, 2025",March,team_one,Tampa Bay Lightning,Seattle Kraken,pick,pick,,,2026.0,5.0,,,False,,False,2026 5th round pick
35,2024-25,"March 5, 2025",March,team_two,Seattle Kraken,Tampa Bay Lightning,pick,pick,,,2027.0,1.0,,,False,,False,2027 1st round pick
35,2024-25,"March 5, 2025",March,team_two,Seattle Kraken,Tampa Bay Lightning,pick,pick,,,2026.0,1.0,,,False,,False,2026 1st round pick
35,2024-25,"March 5, 2025",March,team_two,Seattle Kraken,Tampa Bay Lightning,player,trade,Michael Eyssimont,,,,,,False,,False,Michael Eyssimont
35,2024-25,"March 5, 2025",March,team_two,Seattle Kraken,Tampa Bay Lightning,pick,pick,,,2025.0,2.0,,,False,,False,2025 2nd round pick
36,2024-25,"March 5, 2025",March,team_one,Tampa Bay Lightning,Detroit Red Wings,player,trade,Kyle Aucoin,,,,,,False,,False,Kyle Aucoin
36,2024-25,"March 5, 2025",March,team_two,Detroit Red Wings,Tampa Bay Lightning,pick,pick,,,2025.0,4.0,,,True,,False,2025 conditional 4th round pick
37,2024-25,"March 5, 2025",March,team_one,San Jose Sharks,Pittsburgh Penguins,player,trade,Vincent Desharnais,,,,,,False,,False,Vincent Desharnais
37,2024-25,"March 5, 2025",March,team_two,Pittsburgh Penguins,San Jose Sharks,pick,pick,,,2028.0,5.0,,,False,,False,2028 5th round pick
38,2024-25,"March 5, 2025",March,team_one,Pittsburgh Penguins,Nashville Predators,player,trade,Luke Schenn,,,,,,False,,False,Luke Schenn
38,2024-25,"March 5, 2025",March,team_one,Pittsburgh Penguins,Nashville Predators,player,trade,Tommy Novak,,,,,,False,,False,Tommy Novak
38,2024-25,"March 5, 2025",March,team_two,Nashville Predators,Pittsburgh Penguins,player,trade,Michael Bunting,,,,,,False,,False,Michael Bunting
38,2024-25,"March 5, 2025",March,team_two,Nashville Predators,Pittsburgh Penguins,pick,pick,,,2026.0,4.0,,,False,,False,2026 4th round pick
39,2024-25,"March 4, 2025",March,team_one,Edmonton Oilers,Boston Bruins,player,trade,Trent Frederic,,,,,,False,,False,Trent Frederic
39,2024-25,"March 4, 2025",March,team_one,Edmonton Oilers,Boston Bruins,player,trade,Max Jones,,,,,,False,,False,Max Jones
39,2024-25,"March 4, 2025",March,team_two,Boston Bruins,Edmonton Oilers,player,trade,Max Wanner,,,,,,False,,False,Max Wanner
39,2024-25,"March 4, 2025",March,team_two,Boston Bruins,Edmonton Oilers,pick,pick,,,2025.0,2.0,,,False,,False,2025 2nd round pick
39,2024-25,"March 4, 2025",March,team_two,Boston Bruins,Edmonton Oilers,pick,pick,,,2026.0,4.0,,,False,,False,2026 4th round pick
40,2024-25,"March 4, 2025",March,team_one,New Jersey Devils,Edmonton Oilers,player,trade,Shane LaChance,,,,,,False,,False,Shane LaChance
40,2024-25,"March 4, 2025",March,team_two,Edmonton Oilers,New Jersey Devils,player,trade,Petr Hauser,,,,,,False,,False,Petr Hauser
41,2024-25,"March 1, 2025",March,team_one,Florida Panthers,Chicago Blackhawks,player,trade,Seth Jones,,,,,,False,,False,Seth Jones
41,2024-25,"March 1, 2025",March,team_one,Florida Panthers,Chicago Blackhawks,pick,pick,,,2026.0,4.0,,,False,,False,2026 4th round pick
41,2024-25,"March 1, 2025",March,team_two,Chicago Blackhawks,Florida Panthers,player,trade,Spencer Knight,,,,,,False,,False,Spencer Knight
41,2024-25,"March 1, 2025",March,team_two,Chicago Blackhawks,Florida Panthers,pick,pick,,,2026.0,1.0,,,True,,False,2026 conditional 1st round pick
42,2024-25,"March 1, 2025",March,team_one,Minnesota Wild,Nashville Predators,player,trade,Gustav Nyquist,,,,,,False,,False,Gustav Nyquist
42,2024-25,"March 1, 2025",March,team_two,Nashville Predators,Minnesota Wild,pick,pick,,,2026.0,2.0,,,False,,False,2026 2nd round pick
43,2024-25,"March 1, 2025",March,team_one,Colorado Avalanche,New York Rangers,player,trade,Ryan Lindgren,,,,,,False,,False,Ryan Lindgren
43,2024-25,"March 1, 2025",March,team_one,Colorado Avalanche,New York Rangers,player,trade,Jimmy Vesey,,,,,,False,,False,Jimmy Vesey
43,2024-25,"March 1, 2025",March,team_one,Colorado Avalanche,New York Rangers,player,trade,Hank Kempf,,,,,,False,,False,Hank Kempf
43,2024-25,"March 1, 2025",March,team_two,New York Rangers,Colorado Avalanche,player,trade,Juuso Parssinen,,,,,,False,,False,Juuso Parssinen
43,2024-25,"March 1, 2025",March,team_two,New York Rangers,Colorado Avalanche,player,trade,Calvin de Haan,,,,,,False,,False,Calvin de Haan
43,2024-25,"March 1, 2025",March,team_two,New York Rangers,Colorado Avalanche,pick,pick,,,2025.0,2.0,,,False,,False,2025 2nd round pick
43,2024-25,"March 1, 2025",March,team_two,New York Rangers,Colorado Avalanche,pick,pick,,,2025.0,4.0,,,False,,False,2025 4th round pick
44,2024-25,"February 26, 2025",February,team_one,Nashville Predators,Tampa Bay Lightning,player,trade,Jesse Ylonen,,,,,,False,,False,Jesse Ylonen
44,2024-25,"February 26, 2025",February,team_two,Tampa Bay Lightning,Nashville Predators,player,trade,Anthony Angello,,,,,,False,,False,Anthony Angello
45,2024-25,"February 26, 2025",February,team_one,Minnesota Wild,Los Angeles Kings,player,trade,Tyler Madden,,,,,,False,,False,Tyler Madden
45,2024-25,"February 26, 2025",February,team_two,Los Angeles Kings,Minnesota Wild,player,trade,Joseph Cecconi,,,,,,False,,False,Joseph Cecconi
46,2024-25,"February 24, 2025",February,team_one,Anaheim Ducks,Detroit Red Wings,player,trade,Ville Husso,,,,,,False,,False,Ville Husso
46,2024-25,"February 24, 2025",February,team_two,Detroit Red Wings,Anaheim Ducks,other,future_considerations,,,,,,,False,,True,Future considerations
47,2024-25,"February 18, 2025",February,team_one,Nashville Predators,Vegas Golden Knights,player,trade,Grigori Denisenko,,,,,,False,,False,Grigori Denisenko
47,2024-25,"February 18, 2025",February,team_two,Vegas Golden Knights,Nashville Predators,other,future_considerations,,,,,,,False,,True,Future considerations
48,2024-25,"February 13, 2025",February,team_one,Pittsburgh Penguins,St. Louis Blues,player,trade,Mathias Laferriere,,,,,,False,,False,Mathias Laferriere
48,2024-25,"February 13, 2025",February,team_two,St. Louis Blues,Pittsburgh Penguins,player,trade,Corey Andonovski,,,,,,False,,False,Corey Andonovski
49,2024-25,"February 7, 2025",February,team_one,Nashville Predators,Vancouver Canucks,player,trade,Mark Friedman,,,,,,False,,False,Mark Friedman
49,2024-25,"February 7, 2025",February,team_two,Vancouver Canucks,Nashville Predators,other,future_considerations,,,,,,,False,,True,Future considerations
50,2024-25,"February 3, 2025",February,team_one,Utah Hockey Club,Minnesota Wild,player,trade,Sammy Walker,,,,,,False,,False,Sammy Walker
50,2024-25,"February 3, 2025",February,team_two,Minnesota Wild,Utah Hockey Club,other,future_considerations,,,,,,,False,,True,Future considerations
51,2024-25,"February 1, 2025",February,team_one,Dallas Stars,San Jose Sharks,player,trade,Mikael Granlund,,,,,,False,,False,Mikael Granlund
51,2024-25,"February 1, 2025",February,team_one,Dallas Stars,San Jose Sharks,player,trade,Cody Ceci,,,,,,False,,False,Cody Ceci
51,2024-25,"February 1, 2025",February,team_two,San Jose Sharks,Dallas Stars,pick,pick,,,2025.0,1.0,,,False,,False,2025 1st round pick
51,2024-25,"February 1, 2025",February,team_two,San Jose Sharks,Dallas Stars,pick,pick,,,2025.0,3.0,,,True,,False,2025 conditional 3rd round pick
52,2024-25,"January 31, 2025",January,team_one,Calgary Flames,Philadelphia Flyers,player,trade,Joel Farabee,,,,,,False,,False,Joel Farabee
52,2024-25,"January 31, 2025",January,team_one,Calgary Flames,Philadelphia Flyers,player,trade,Morgan Frost,,,,,,False,,False,Morgan Frost
52,2024-25,"January 31, 2025",January,team_two,Philadelphia Flyers,Calgary Flames,player,trade,Andrei Kuzmenko,,,,,,False,,False,Andrei Kuzmenko
52,2024-25,"January 31, 2025",January,team_two,Philadelphia Flyers,Calgary Flames,player,trade,Jakob Pelletier,,,,,,False,,False,Jakob Pelletier
52,2024-25,"January 31, 2025",January,team_two,Philadelphia Flyers,Calgary Flames,pick,pick,,,2025.0,2.0,,,False,,False,2025 2nd round pick
52,2024-25,"January 31, 2025",January,team_two,Philadelphia Flyers,Calgary Flames,pick,pick,,,2028.0,7.0,,,False,,False,2028 7th round pick
53,2024-25,"January 31, 2025",January,team_one,New York Rangers,Vancouver Canucks,player,trade,Erik Brannstrom,,,,,,False,,False,Erik Brannstrom
53,2024-25,"January 31, 2025",January,team_one,New York Rangers,Vancouver Canucks,player,trade,Jackson Dorrington,,,,,,False,,False,Jackson Dorrington
53,2024-25,"January 31, 2025",January,team_one,New York Rangers,Vancouver Canucks,player,trade,J.T. Miller,,,,,,False,,False,J.T. Miller
53,2024-25,"January 31, 2025",January,team_two,Vancouver Canucks,New York Rangers,player,trade,Victor Mancini,,,,,,False,,False,Victor Mancini
53,2024-25,"January 31, 2025",January,team_two,Vancouver Canucks,New York Rangers,player,trade,Filip Chytil,,,,,,False,,False,Filip Chytil
53,2024-25,"January 31, 2025",January,team_two,Vancouver Canucks,New York Rangers,pick,pick,,,2025.0,1.0,,,True,,False,2025 conditional 1st round pick
54,2024-25,"January 31, 2025",January,team_one,Vancouver Canucks,Pittsburgh Penguins,player,trade,Drew O`Connor,,,,,,False,,False,Drew O`Connor
54,2024-25,"January 31, 2025",January,team_one,Vancouver Canucks,Pittsburgh Penguins,player,trade,Marcus Pettersson,,,,,,False,,False,Marcus Pettersson
54,2024-25,"January 31, 2025",January,team_two,Pittsburgh Penguins,Vancouver Canucks,player,trade,Melvin Fernström,,,,,,False,,False,Melvin Fernström
54,2024-25,"January 31, 2025",January,team_two,Pittsburgh Penguins,Vancouver Canucks,player,trade,Vincent Desharnais,,,,,,False,,False,Vincent Desharnais
54,2024-25,"January 31, 2025",January,team_two,Pittsburgh Penguins,Vancouver Canucks,player,trade,Danton Heinen,,,,,,False,,False,Danton Heinen
54,2024-25,"January 31, 2025",January,team_two,Pittsburgh Penguins,Vancouver Canucks,pick,pick,,,2025.0,1.0,,,True,,False,2025 conditional 1st round pick
55,2024-25,"January 27, 2025",January,team_one,New York Islanders,St. Louis Blues,player,trade,Scott Perunovich,,,,,,False,,False,Scott Perunovich
55,2024-25,"January 27, 2025",January,team_two,St. Louis Blues,New York Islanders,pick,pick,,,2026.0,5.0,,,True,,False,2026 conditional 5th round pick
56,2024-25,"January 25, 2025",January,team_one,New York Rangers,Tampa Bay Lightning,player,trade,Lucas Edmonds,,,,,,False,,False,Lucas Edmonds
56,2024-25,"January 25, 2025",January,team_two,Tampa Bay Lightning,New York Rangers,player,trade,Ryder Korczak,,,,,,False,,False,Ryder Korczak
57,2024-25,"January 24, 2025",January,team_one,Carolina Hurricanes,Colorado Avalanche,player,trade,Mikko Rantanen,,,,,,False,,False,Mikko Rantanen
57,2024-25,"January 24, 2025",January,team_two,Colorado Avalanche,Carolina Hurricanes,player,trade,Martin Necas,,,,,,False,,False,Martin Necas
57,2024-25,"January 24, 2025",January,team_two,Colorado Avalanche,Carolina Hurricanes,player,trade,Jack Drury,,,,,,False,,False,Jack Drury
57,2024-25,"January 24, 2025",January,team_two,Colorado Avalanche,Carolina Hurricanes,pick,pick,,,2025.0,2.0,,,False,,False,2025 2nd round pick
57,2024-25,"January 24, 2025",January,team_two,Colorado Avalanche,Carolina Hurricanes,pick,pick,,,2026.0,4.0,,,False,,False,2026 4th round pick
58,2024-25,"January 24, 2025",January,team_one,Carolina Hurricanes,Chicago Blackhawks,player,trade,Taylor Hall,,,,,,False,,False,Taylor Hall
