First Name,Last Name,Position,GP,Salary,PS,position_group,predicted_value_total,replacement_level,value_above_replacement,fair_market_salary,surplus_value
Brett,Kulak,D,21,680000,0.4,D,0.1614380611232024,0.6185429142735327,-0.45710485315033034,724723.747831712,44723.74783171201
Scott,Wilson,LW/C,78,590000,2.0,F,2.8092191033463014,0.1316814807474696,2.6775376225988317,2454584.293342526,1864584.293342526
Taylor,Beck,LW,5,650000,-0.2,F,-0.1167605023152543,0.1316814807474696,-0.24844198306272391,839874.891565044,189874.89156504394
Roman,Polak,D,75,2250000,3.2,D,3.2412248466463094,0.6185429142735327,2.622681932372777,2424312.039025505,174312.03902550507
Seth,Helgeson,D,9,600000,0.6,D,0.1566071659989468,0.6185429142735327,-0.4619357482745859,722057.8058815211,122057.80588152108
Morgan,Rielly,D,76,5000000,2.9,D,4.625540350844428,0.6185429142735327,4.006997436570895,3188250.12503607,-1811749.8749639299
Jaden,Schwartz,LW/C,78,5250000,6.4,F,6.43909713585992,0.1316814807474696,6.30741565511245,4457741.859808233,-792258.1401917674
William,Nylander,C/RW,81,925000,6.8,F,6.697693030585374,0.1316814807474696,6.566011549837905,4600448.672140865,3675448.6721408647
Andrej,Sustr,D,80,1600000,2.5,D,2.47126510457483,0.6185429142735327,1.8527221903012974,1999407.7669289517,399407.7669289517
Brandon,Carlo,D,82,717500,5.2,D,3.1680962880317804,0.6185429142735327,2.549553373758248,2383955.8550983043,1666455.8550983043
David,Pastrnak,RW/LW,75,925000,10.3,F,8.877132014414551,0.1316814807474696,8.745450533667082,5803177.703806027,4878177.703806027
Tyson,Jost,C/LW/RW,6,900000,-0.1,F,0.0543619814888612,0.1316814807474696,-0.0773194992586084,934309.2761791317,34309.2761791317
David,Perron,LW/RW,82,3750000,4.7,F,5.064904751867596,0.1316814807474696,4.933223271120126,3699390.243826369,-50609.756173631176
Oskar,Sundqvist,C,10,792500,-0.4,F,-0.2078985602001156,0.1316814807474696,-0.3395800409475852,789580.1189556657,-2919.8810443342663
Tim,Schaller,C,59,600000,1.1,F,1.4476817623976013,0.1316814807474696,1.3160002816501317,1703216.3955461546,1103216.3955461546
Brayden,Schenn,C/LW,79,6000000,6.2,F,6.77276353604509,0.1316814807474696,6.641082055297621,4641876.524449693,-1358123.475550307
Justin,Faulk,D,75,5500000,6.6,D,5.500733745270894,0.6185429142735327,4.882190830997361,3671227.859952458,-1828772.1400475418
Joseph,Cramarossa,C/LW,59,724500,0.6,F,0.6798952393964723,0.1316814807474696,0.5482137586490028,1279511.4200059504,555011.4200059504
Daniel,Carr,LW,33,725000,0.8,F,0.5043923074980114,0.1316814807474696,0.37271082675054185,1182659.6737984146,457659.67379841465
Radko,Gudas,D,67,4000000,5.5,D,4.27285472405793,0.6185429142735327,3.654311809784397,2993619.6510771844,-1006380.3489228156
Gabriel,Bourque,LW/RW,6,800000,-0.1,F,-0.0364680940075222,0.1316814807474696,-0.16814957475499182,884184.464446205,84184.46444620495
Roman,Josi,D,72,4250000,8.7,D,7.096982988857176,0.6185429142735327,6.478440074583643,4552122.127366944,302122.1273669442
Jaccob,Slavin,D,82,742500,8.6,D,6.196864859454691,0.6185429142735327,5.578321945181158,4055389.6130854795,3312889.6130854795
Greg,Pateryn,D,36,750000,1.5,D,1.6977614219208397,0.6185429142735327,1.0792185076473069,1572547.7620696519,822547.7620696519
Anton,Stralman,D,73,4500000,4.8,D,3.677446454568773,0.6185429142735327,3.0589035402952405,2665042.059907396,-1834957.9400926041
Adam,Larsson,D,79,3000000,5.5,D,4.392664478730328,0.6185429142735327,3.7741215644567956,3059736.97360392,59736.97360392008
Nic,Dowd,C,70,630000,1.3,F,2.5136807660912215,0.1316814807474696,2.3819992853437517,2291490.698695421,1661490.6986954212
Antoine,Roussel,LW,60,2200000,2.7,F,3.419379927277299,0.1316814807474696,3.2876984465298293,2791303.119779773,591303.119779773
Brian,Lashoff,D,5,650000,-0.2,D,-0.0579094627264644,0.6185429142735327,-0.676452376999997,603676.2503264833,-46323.74967351672
Paul,Byron,LW/C/RW,81,1300000,6.0,F,5.384613033740934,0.1316814807474696,5.252931552993465,3875822.0848303614,2575822.0848303614
Alex,Wennberg,C,80,925000,5.9,F,6.773601436096622,0.1316814807474696,6.641919955349152,4642338.921757022,3717338.921757022
Korbinian,Holzer,D,32,700000,1.5,D,0.8772111952234465,0.6185429142735327,0.2586682809499138,1119725.0003814828,419725.00038148277
Martin,Marincin,D,25,1200000,1.4,D,0.8178764157291112,0.6185429142735327,0.1993335014555785,1086980.9490844354,-113019.05091556464
Ivan,Provorov,D,82,925000,5.7,D,5.781920762126857,0.6185429142735327,5.163377847853324,3826401.641374776,2901401.641374776
Lawson,Crouse,LW,72,925000,-0.3,F,0.6890502566303714,0.1316814807474696,0.5573687758829018,1284563.6399094686,359563.6399094686
Jordan,Staal,C/LW,75,6000000,4.6,F,5.128848968608706,0.1316814807474696,4.997167487861236,3734678.024972,-2265321.975028
Boyd,Gordon,C/RW,13,950000,-0.2,F,-0.0639392745882865,0.1316814807474696,-0.1956207553357561,869024.4224979092,-80975.57750209083
